Order ID,Order Date,Customer ID,Product ID,Location_ID,Sales,Profit,Quantity,Discount
ES-2014-4675868,2014-12-30,HM-14860,TEC-PH-10000070,494,292.44,35.04,4,0.0
CA-2013-142902,2013-09-13,BP-11185,FUR-CH-10004086,1762,466.768,52.5114,2,0.2
ES-2012-3082564,2012-03-01,JC-15340,TEC-PH-10003492,1394,733.44,109.92,4,0.0
ES-2014-2683001,2014-09-23,AR-10825,TEC-CO-10000082,1339,486.999,-22.941,3,0.15
HR-2014-8850,2014-05-08,BS-1590,OFF-ROG-10002818,1617,497.28,198.72,8,0.0
US-2012-106551,2012-05-11,EH-13945,TEC-CO-10003931,1470,634.96752,-1.27248,3,0.002
MX-2014-169908,2014-09-03,DJ-13510,TEC-CO-10003964,1763,421.27576,58.23576,2,0.002
ES-2014-2298874,2014-04-10,CC-12685,TEC-PH-10001732,941,509.04,91.62,3,0.0
IN-2012-84773,2012-01-16,EM-13960,TEC-PH-10004553,1764,728.64,225.84,4,0.0
IN-2013-17566,2013-08-04,EH-13765,TEC-AC-10004897,923,517.65,124.11,7,0.0
IN-2013-10916,2013-06-10,RD-19660,TEC-PH-10004618,160,583.92,216.0,4,0.0
CA-2011-132010,2011-10-13,MA-17995,OFF-ST-10003641,60,315.2,6.304,4,0.0
US-2011-148551,2011-03-21,MC-17425,FUR-CH-10000326,1313,269.82,8.92,5,0.4
ES-2011-3158300,2011-03-21,DM-13015,FUR-BO-10003554,1510,287.94,20.1,2,0.0
IN-2011-14941,2011-12-22,DA-13450,TEC-AC-10002533,1543,1031.4,164.97,9,0.0
ES-2014-5119760,2014-07-28,AG-10330,FUR-TA-10003179,651,915.1155,-98.5545,3,0.35
ES-2013-4599518,2013-08-20,JP-15520,OFF-ST-10001547,992,954.45,296.85,5,0.1
MX-2012-118171,2012-09-09,BD-11770,TEC-AC-10003159,1168,513.12,112.86,3,0.0
IN-2013-34702,2013-09-13,EM-13960,OFF-ST-10000704,106,379.809,113.859,3,0.1
IT-2011-2624729,2011-12-28,SS-20515,FUR-BO-10000259,1241,1314.45,-630.99,6,0.5
ID-2011-49409,2011-12-21,MW-18235,TEC-CO-10001419,267,530.22,-498.42,4,0.5
CA-2013-144148,2013-08-01,AH-10690,FUR-TA-10002774,168,863.128,-32.3673,7,0.2
MX-2012-117898,2012-10-23,JM-15265,TEC-AC-10003159,1695,820.992,20.472,6,0.2
ID-2012-58761,2012-11-16,PP-18955,OFF-ST-10004315,535,351.2892,-50.8308,2,0.17
PL-2014-5990,2014-06-18,EH-4005,FUR-HON-10002837,1765,1031.82,20.58,2,0.0
MX-2013-126662,2013-12-10,TS-21655,FUR-FU-10001410,1766,293.28,131.92,4,0.0
ES-2011-4154402,2011-06-22,CV-12805,FUR-BO-10002632,1380,535.14,59.46,4,0.1
IT-2014-2658711,2014-11-03,BF-11005,TEC-MA-10000331,100,934.185,-915.705,7,0.5
SU-2011-3310,2011-08-01,CS-2460,FUR-SAF-10002180,1767,922.86,9.18,2,0.0
IN-2012-63150,2012-05-23,NH-18610,OFF-AP-10001274,821,511.3962,160.1562,2,0.17
UP-2012-5960,2012-11-15,HG-4845,TEC-STA-10000893,148,298.92,131.52,1,0.0
ES-2014-3540255,2014-11-28,BB-11545,FUR-BO-10001405,326,561.87,181.02,5,0.1
US-2013-142685,2013-06-24,MG-17695,OFF-SU-10000157,1050,835.17,16.7034,7,0.0
MX-2011-121251,2011-05-09,DW-13540,TEC-AC-10001765,377,533.82,26.6,7,0.0
MX-2013-154004,2013-11-06,BP-11290,OFF-ST-10004381,213,663.0,159.1,5,0.0
US-2014-127292,2014-01-20,RM-19375,OFF-AP-10000828,579,542.94,152.0232,3,0.0
IT-2014-4973421,2014-10-31,BC-11125,TEC-MA-10003923,69,221.454,-14.766,2,0.1
MX-2013-100265,2013-07-12,MS-17980,FUR-BO-10001356,1763,731.82,146.34,3,0.0
US-2013-133879,2013-03-22,KT-16465,FUR-CH-10000665,22,528.43,0.0,5,0.3
IN-2011-27408,2011-12-05,LA-16780,TEC-AC-10002533,542,916.8,146.64,8,0.0
IN-2013-45307,2013-03-11,DO-13645,FUR-CH-10003551,270,870.588,367.488,6,0.1
MX-2012-160388,2012-04-03,IG-15085,FUR-TA-10004306,377,1073.024,201.184,4,0.2
ES-2014-4722906,2014-08-29,RA-19915,TEC-AC-10003577,872,985.68,78.84,4,0.0
IT-2013-4762728,2013-12-18,MC-17275,TEC-CO-10002240,79,520.68,93.72,2,0.0
ID-2013-49248,2013-05-07,CM-11830,FUR-BO-10004399,212,435.0024,-214.0776,4,0.37
ES-2013-2229883,2013-06-01,EA-14035,TEC-PH-10002663,69,737.586,147.366,6,0.1
IN-2012-72040,2012-02-10,MA-17995,TEC-MA-10000429,139,1144.2048,206.7648,8,0.17
IN-2014-84339,2014-08-07,HZ-14950,TEC-CO-10002062,220,342.072,-57.048,4,0.4
MA-2012-5690,2012-09-04,MH-7290,TEC-HP -10002603,365,487.38,82.8,2,0.0
MZ-2014-8280,2014-04-24,KE-6420,FUR-BUS-10002040,495,366.84,117.36,1,0.0
CA-2014-147361,2014-09-10,SB-20290,OFF-ST-10001809,1768,628.81,12.5762,7,0.0
ID-2013-18504,2013-10-22,FH-14365,TEC-CO-10000764,1769,479.97,-364.86,3,0.5
ID-2013-74357,2013-03-25,DA-13450,TEC-PH-10001585,68,462.642,11.082,4,0.17
ES-2014-3004984,2014-11-18,DW-13540,FUR-BO-10003734,136,410.22,135.36,1,0.0
IN-2013-17699,2013-08-22,TB-21400,OFF-ST-10001357,962,989.7,178.05,5,0.0
ES-2012-3109926,2012-11-23,CS-12130,TEC-CO-10004662,1770,321.36,112.47,1,0.0
IN-2014-67462,2014-12-19,VB-21745,TEC-MA-10002134,1771,940.32,141.03,3,0.0
CA-2012-158421,2012-09-21,GB-14575,OFF-ST-10004186,1094,887.84,17.7568,8,0.0
MX-2012-108238,2012-12-19,JR-16210,FUR-BO-10004113,1772,583.12,274.04,2,0.0
IN-2012-38391,2012-11-30,RD-19900,FUR-CH-10002966,962,540.36,16.2,3,0.0
ES-2012-1691714,2012-05-17,BP-11230,OFF-ST-10001758,249,571.374,-19.116,3,0.1
ID-2014-52902,2014-12-30,JW-16075,FUR-BO-10001580,212,387.261,-123.039,5,0.37
MX-2012-137561,2012-12-03,LS-17200,FUR-CH-10000892,1773,615.24,12.28,2,0.0
IN-2014-47799,2014-08-26,DN-13690,FUR-BO-10001585,710,591.3,218.7,3,0.0
ID-2011-75981,2011-04-21,JM-15265,FUR-CH-10000432,1774,584.352,-102.288,4,0.2
ES-2014-4363806,2014-08-04,SS-20590,OFF-AR-10002805,379,340.2,146.16,7,0.0
IN-2012-42766,2012-08-27,SO-20335,FUR-BO-10000961,92,786.618,227.178,7,0.1
IN-2014-42171,2014-04-23,KB-16585,TEC-AC-10003217,3,451.818,75.258,6,0.1
CA-2011-152268,2011-09-02,SC-20095,OFF-BI-10001359,1589,1793.98,843.1706,2,0.0
MX-2011-109323,2011-09-29,DH-13075,OFF-ST-10004754,377,552.96,132.64,4,0.0
CA-2012-111206,2012-07-18,RF-19735,TEC-AC-10003095,116,519.96,176.7864,4,0.0
ID-2012-80181,2012-03-08,MO-17500,OFF-AP-10000381,303,631.512,-63.168,2,0.4
ID-2013-52643,2013-04-08,NC-18340,FUR-TA-10002638,140,545.37,-298.41,2,0.47
ES-2014-2189069,2014-06-30,DW-13480,OFF-BI-10004227,379,293.04,35.1,6,0.0
IN-2011-53203,2011-12-21,AH-10195,FUR-CH-10000391,53,183.84,14.64,4,0.0
MX-2013-159100,2013-09-12,SE-20110,TEC-CO-10003346,1000,755.3862,157.4262,3,0.002
IN-2014-66062,2014-01-28,RB-19705,FUR-CH-10001203,1775,506.88,20.16,6,0.0
IN-2014-11287,2014-11-13,FH-14350,TEC-CO-10000660,1608,712.3428,91.8228,4,0.07
ID-2013-26813,2013-12-18,GG-14650,OFF-SU-10001689,243,433.62,8.58,11,0.0
IN-2013-38720,2013-03-25,CW-11905,OFF-ST-10004837,56,639.6,38.25,5,0.0
IN-2012-74854,2012-08-16,CG-12520,OFF-ST-10002240,1574,231.36,64.68,4,0.0
MX-2014-113985,2014-09-19,EM-13810,TEC-CO-10002504,476,697.08304,333.80304,4,0.002
NI-2013-2300,2013-06-24,JL-5130,FUR-SAF-10001793,897,826.2,-633.42,6,0.7
IN-2014-69688,2014-07-03,MC-17575,TEC-AC-10001840,1776,252.84,68.25,7,0.0
IR-2013-6180,2013-08-23,AJ-780,FUR-IKE-10001539,1777,413.1,8.25,1,0.0
CA-2013-134208,2013-09-18,CS-12505,TEC-MA-10004458,255,396.0,190.08,4,0.0
CA-2012-145814,2012-11-19,KD-16345,TEC-PH-10002200,1,861.76,249.9104,4,0.0
CA-2013-132997,2013-11-08,LW-17215,TEC-PH-10003811,612,359.97,100.7916,3,0.0
CA-2013-108056,2013-09-30,ES-14080,TEC-PH-10001817,1705,859.2,75.18,3,0.2
IN-2014-37320,2014-11-11,BF-11005,TEC-PH-10003813,40,683.4,34.05,5,0.0
MX-2013-140550,2013-09-30,HM-14860,FUR-TA-10004336,1140,1420.8,355.2,5,0.2
MX-2012-101616,2012-10-15,PF-19120,TEC-PH-10001424,1778,643.02,102.76,7,0.0
IN-2011-36865,2011-12-08,TZ-21445,FUR-CH-10004694,237,415.44,149.49,3,0.0
MX-2012-142342,2012-10-25,RL-19615,TEC-AC-10002799,727,622.62,192.96,9,0.0
ES-2012-1557581,2012-03-19,RM-19375,OFF-ST-10000648,861,1035.909,22.869,9,0.1
ES-2014-1637041,2014-10-20,DB-13555,OFF-ST-10000710,130,396.333,87.993,9,0.1
ES-2011-1276768,2011-06-13,JO-15145,FUR-BO-10000847,1779,437.724,165.324,4,0.1
ES-2013-3715629,2013-12-31,EP-13915,TEC-PH-10000437,1219,911.52,54.54,6,0.0
ES-2011-3481511,2011-11-03,RW-19540,FUR-CH-10000583,1780,1200.312,373.272,8,0.1
US-2013-108777,2013-12-13,JM-15655,TEC-AC-10002567,378,383.952,76.7904,6,0.2
CA-2013-142958,2013-12-14,RW-19630,FUR-TA-10000577,1633,1114.272,41.7852,4,0.2
MX-2011-144477,2011-10-24,AH-10030,TEC-PH-10002815,1061,2120.8,275.7,5,0.0
ID-2012-58495,2012-02-02,DE-13255,FUR-TA-10004653,92,985.11,-225.24,5,0.3
IN-2012-73930,2012-02-07,CD-12280,TEC-CO-10003113,1781,1285.44,89.88,4,0.0
ES-2013-3851418,2013-09-14,LD-16855,TEC-MA-10000982,1669,1567.2,250.65,5,0.0
CA-2012-168746,2012-01-27,SV-20365,TEC-PH-10000895,438,431.976,-100.7944,4,0.4
CA-2012-157287,2012-12-22,HR-14830,FUR-CH-10001270,78,422.625,0.0,7,0.3
MX-2013-141698,2013-04-24,ZD-21925,TEC-PH-10002867,1782,872.32,8.72,2,0.0
MX-2012-145653,2012-05-16,NS-18640,TEC-PH-10004328,199,704.88,119.76,6,0.0
IN-2012-26169,2012-03-26,BF-11005,TEC-PH-10003891,85,955.8675,229.2675,7,0.25
ES-2013-5271850,2013-07-18,HM-14980,TEC-MA-10004446,1025,768.51,169.02,3,0.0
IN-2011-64361,2011-11-18,VT-21700,FUR-CH-10002468,1783,931.77,242.13,7,0.0
US-2014-102435,2014-06-17,PS-19045,OFF-AP-10004031,994,449.04,-164.72,4,0.4
ID-2014-56773,2014-06-25,RM-19375,TEC-AC-10001254,115,368.5302,-55.7298,6,0.47
ID-2014-52902,2014-12-30,JW-16075,FUR-BO-10004404,212,271.7631,-69.0669,3,0.37
CA-2014-153843,2014-03-14,SC-20380,OFF-AP-10001564,875,465.16,120.9416,2,0.0
CA-2011-152100,2011-05-11,VW-21775,FUR-CH-10000015,1480,1212.96,-69.312,8,0.3
ES-2013-4777583,2013-08-16,CM-11830,FUR-BO-10003697,715,797.04,95.64,4,0.0
ES-2012-4245043,2012-12-19,SC-20095,TEC-CO-10000405,636,1081.302,101.742,4,0.15
IN-2013-52216,2013-10-31,JK-15325,TEC-PH-10004578,6,293.085,45.585,5,0.1
ES-2014-4957212,2014-09-28,MS-17770,FUR-BO-10001834,187,869.76,208.62,6,0.0
CA-2014-125451,2014-10-24,AH-10075,FUR-TA-10001039,354,240.744,-13.7568,4,0.3
IN-2013-68456,2013-02-25,FP-14320,FUR-CH-10003009,237,834.75,208.65,5,0.0
ID-2013-66104,2013-03-04,HA-14905,TEC-PH-10004559,85,646.5375,-17.2725,7,0.25
IN-2013-65222,2013-05-08,RO-19780,TEC-CO-10001703,1331,785.79,369.27,3,0.0
MX-2012-105424,2012-11-19,TP-21415,FUR-CH-10001343,1045,726.144,117.984,8,0.2
ES-2012-2309141,2012-03-02,RA-19285,TEC-MA-10004224,899,815.103,-90.567,3,0.1
MX-2013-140627,2013-04-10,PS-18970,OFF-ST-10004754,216,414.72,99.48,3,0.0
ES-2011-4632225,2011-02-10,ME-18010,FUR-BO-10001039,1784,821.52,353.22,2,0.0
CA-2014-148404,2014-10-08,Dp-13240,OFF-ST-10003208,147,580.672,65.3256,4,0.2
MX-2012-164378,2012-11-16,JM-15265,FUR-BO-10001781,25,582.912,43.692,3,0.2
IN-2012-86257,2012-11-16,DM-13015,FUR-CH-10004705,1078,914.28,91.38,2,0.0
IN-2012-42668,2012-06-12,KH-16690,FUR-CH-10001664,92,437.481,58.311,3,0.1
IN-2014-31503,2014-09-22,CC-12430,OFF-ST-10000007,500,686.7,343.35,5,0.0
MX-2011-139311,2011-12-15,TM-21010,OFF-ST-10002685,1326,923.58,9.1,7,0.0
IN-2013-12757,2013-06-07,PS-18760,OFF-AP-10002186,533,426.6,34.05,5,0.0
ES-2012-4306010,2012-02-23,PB-19210,TEC-AC-10001089,1036,487.62,243.72,6,0.0
IZ-2012-1880,2012-06-16,TB-11055,OFF-BRE-10003443,973,520.08,140.4,1,0.0
US-2013-127817,2013-02-18,DN-13690,FUR-TA-10003887,433,985.248,-936.032,4,0.6
CA-2012-117884,2012-03-22,DC-13285,TEC-AC-10002567,1785,447.944,89.5888,7,0.2
ES-2013-2386093,2013-08-01,NG-18430,FUR-BO-10000684,233,441.9,30.87,3,0.0
ES-2011-2736116,2011-06-28,DR-12940,FUR-BO-10001133,4,662.832,99.372,2,0.2
US-2011-166436,2011-05-18,TZ-21445,FUR-BO-10000567,31,697.584,-209.296,4,0.4
HU-2011-1380,2011-01-10,ER-3855,OFF-SAN-10003226,1027,142.38,63.9,6,0.0
CA-2013-111213,2013-04-02,FP-14320,FUR-CH-10000454,1,1317.492,292.776,6,0.1
IT-2013-1537853,2013-07-25,MM-17920,FUR-BO-10002812,104,453.681,65.511,3,0.1
NI-2013-1630,2013-08-09,AC-615,FUR-SAF-10003469,1786,525.78,-771.18,4,0.7
MX-2014-156111,2014-06-14,MR-17545,FUR-CH-10001607,742,666.84,246.72,6,0.0
IN-2014-74588,2014-10-20,OT-18730,OFF-ST-10004847,80,884.448,308.928,8,0.17
IN-2011-85788,2011-12-05,MJ-17740,TEC-MA-10000606,86,809.7,372.3,10,0.0
ES-2012-4007496,2012-03-27,RB-19465,OFF-ST-10000624,1260,577.665,211.665,5,0.1
EG-2014-5820,2014-10-09,MM-7920,OFF-STA-10000298,184,197.88,31.56,4,0.0
ID-2014-75190,2014-06-06,PP-18955,FUR-BO-10002462,552,743.58,-66.12,2,0.1
CA-2014-128363,2014-08-14,DC-12850,OFF-BI-10001359,1446,1614.582,-1237.8462,6,0.7
MX-2012-116043,2012-11-21,EC-14050,OFF-ST-10003741,422,264.56,47.6,2,0.0
IN-2012-13359,2012-03-05,GM-14680,FUR-CH-10003581,6,409.239,118.209,1,0.1
ES-2011-1941756,2011-10-12,KN-16705,OFF-ST-10001460,136,220.32,56.22,5,0.1
ES-2011-5380791,2011-09-16,JC-15775,TEC-MA-10001881,901,861.6,198.15,5,0.0
ES-2012-3352268,2012-09-04,JB-16000,OFF-EN-10002449,664,570.24,279.36,12,0.0
IN-2012-60714,2012-11-08,CJ-11875,FUR-TA-10003157,556,884.52,-341.28,4,0.3
ES-2012-1590834,2012-12-31,CD-12790,OFF-ST-10001547,4,509.04,114.48,3,0.2
IN-2013-70948,2013-09-05,PJ-19015,TEC-CO-10000786,769,575.694,57.534,2,0.1
IN-2013-25042,2013-08-12,SC-20695,FUR-TA-10000665,362,989.04,88.98,2,0.0
CA-2011-124247,2011-12-16,SH-20635,FUR-CH-10001854,9,1403.92,70.196,5,0.2
IN-2013-84997,2013-03-25,RC-19960,TEC-PH-10002799,936,672.72,235.44,4,0.0
CA-2014-150497,2014-07-21,SM-20950,OFF-BI-10004600,1787,735.98,331.191,2,0.0
MX-2013-148754,2013-11-09,KB-16600,FUR-BO-10003563,248,680.82,129.22,7,0.0
IN-2013-12155,2013-05-07,DR-12880,TEC-AC-10003413,226,497.64,179.1,2,0.0
ES-2012-3876252,2012-09-03,HM-14860,TEC-PH-10004241,264,182.58,16.38,2,0.0
CA-2013-166674,2013-04-02,RB-19360,OFF-AR-10001953,1788,263.88,71.2476,6,0.0
GH-2012-3930,2012-12-24,IM-5055,TEC-BRO-10000463,696,527.46,226.8,2,0.0
ES-2014-3986842,2014-08-04,AY-10555,FUR-BO-10004824,1789,400.788,26.658,3,0.1
MX-2014-111234,2014-10-28,PV-18985,FUR-BO-10004407,1379,566.0,84.9,5,0.0
ES-2013-3894596,2013-02-26,KB-16240,FUR-FU-10000972,136,439.02,219.51,9,0.0
CA-2013-101791,2013-05-28,BS-11665,OFF-ST-10001496,22,1297.368,97.3026,9,0.2
IT-2014-2354924,2014-01-20,MH-18025,OFF-ST-10003153,1243,565.362,65.772,7,0.4
IN-2013-33428,2013-03-25,JJ-15445,TEC-MA-10001627,805,798.75,311.49,3,0.0
IN-2014-35227,2014-01-15,SP-20620,FUR-FU-10000482,1790,305.3925,8.0325,7,0.25
CA-2011-128888,2011-11-15,PB-19105,OFF-EN-10003001,131,604.656,204.0714,9,0.2
CA-2014-161956,2014-08-28,DR-12880,TEC-CO-10001571,1791,879.984,329.994,2,0.2
CA-2011-154158,2011-12-23,CC-12670,OFF-ST-10000078,938,424.272,-10.6068,2,0.2
US-2013-167850,2013-08-14,AG-10330,OFF-AP-10001408,521,420.864,-631.296,3,0.6
GB-2012-6690,2012-06-12,ML-8265,TEC-SAN-10000235,1792,513.12,215.46,2,0.0
CA-2012-102491,2012-08-24,KW-16435,TEC-PH-10001619,240,587.97,170.5113,3,0.0
CA-2014-159156,2014-11-14,KB-16600,TEC-PH-10004389,1,629.95,163.787,5,0.0
CA-2012-154284,2012-12-21,SZ-20035,TEC-MA-10004241,1793,600.53,137.264,2,0.3
CA-2012-133452,2012-04-13,ZC-21910,FUR-TA-10003954,1794,710.832,-97.7394,3,0.2
CA-2011-120670,2011-11-02,JK-16120,TEC-AC-10004171,892,799.92,239.976,10,0.2
PL-2014-1380,2014-05-13,RR-9315,FUR-HAR-10002328,1795,1421.52,468.96,8,0.0
ES-2014-4856325,2014-04-25,GH-14410,TEC-AC-10000140,16,402.78,92.61,7,0.0
ES-2013-3946680,2013-02-27,AC-10450,TEC-AC-10004070,1213,743.13,349.2,3,0.0
MX-2014-135363,2014-02-12,KM-16660,FUR-CH-10003982,1560,681.744,187.404,7,0.2
US-2013-123750,2013-04-16,RB-19795,TEC-AC-10004659,1796,408.744,76.6395,7,0.2
MO-2014-5270,2014-09-23,JF-5490,OFF-ROG-10004646,1352,562.68,5.52,4,0.0
CA-2014-152695,2014-12-11,CC-12220,OFF-AP-10000026,875,426.79,123.7691,7,0.0
MX-2012-144568,2012-03-05,PO-18850,FUR-CH-10003941,132,607.36,133.6,2,0.0
IN-2012-80370,2012-07-11,JH-15430,FUR-BO-10000425,7,342.54,92.46,2,0.0
AU-2014-8970,2014-09-08,AG-765,TEC-OKI-10003124,373,628.2,263.82,2,0.0
ES-2014-4112364,2014-08-06,MK-17905,TEC-CO-10004976,249,727.5,43.65,5,0.0
ES-2011-5335590,2011-12-08,SB-20170,TEC-PH-10002565,236,992.9955,-0.0945,7,0.15
MX-2012-135769,2012-12-21,TH-21235,FUR-CH-10003941,377,1214.72,267.2,4,0.0
MX-2014-101441,2014-11-28,RP-19390,TEC-PH-10000960,575,536.8,85.8,11,0.0
MX-2012-162411,2012-07-25,BH-11710,OFF-AP-10000179,1797,1731.1,17.3,5,0.0
IN-2013-46847,2013-07-16,AD-10180,TEC-CO-10003342,167,633.18,132.96,2,0.0
ES-2014-2282871,2014-01-17,JG-15805,OFF-ST-10001974,1798,637.2,49.5,5,0.1
ES-2011-3737786,2011-08-18,PP-18955,TEC-CO-10003608,771,639.66,159.9,2,0.0
MX-2013-114258,2013-06-11,RP-19390,TEC-MA-10002614,1356,409.7,106.5,5,0.0
MX-2012-112935,2012-04-13,JE-15745,OFF-AP-10002941,1012,1386.88,582.48,4,0.0
MG-2012-4980,2012-08-17,SS-10140,OFF-BRE-10003382,1230,1124.58,281.1,2,0.0
IN-2011-71060,2011-08-23,AH-10075,FUR-CH-10001871,1613,811.134,-36.126,9,0.1
ES-2014-2024223,2014-12-12,RF-19840,FUR-CH-10003750,1508,661.905,-36.795,5,0.1
IN-2012-25371,2012-10-06,HH-15010,TEC-CO-10003506,962,1199.76,395.88,4,0.0
IN-2013-63927,2013-09-21,EG-13900,FUR-CH-10002250,318,934.86,439.38,2,0.0
US-2014-120418,2014-06-12,BC-11125,OFF-ST-10001809,1799,215.592,-48.5082,3,0.2
CA-2014-168655,2014-10-13,ML-18040,TEC-AC-10002842,1800,595.0,95.2,5,0.0
TU-2011-4860,2011-11-23,MO-7800,FUR-SAF-10000085,479,312.912,-78.228,2,0.6
SA-2011-1130,2011-11-01,HR-4770,OFF-STA-10000298,137,593.64,94.68,12,0.0
IV-2014-5230,2014-12-10,SV-10785,FUR-DAN-10002028,536,413.28,74.37,1,0.0
ID-2012-75925,2012-01-19,PL-18925,TEC-CO-10001407,1346,587.16,146.76,4,0.0
MX-2012-164441,2012-05-16,MB-17305,TEC-AC-10001405,1656,659.52,263.76,4,0.0
US-2014-113992,2014-12-15,LC-16885,FUR-TA-10000577,1801,974.988,-97.4988,4,0.3
IN-2012-31846,2012-09-22,BG-11740,TEC-CO-10002035,1802,753.72,60.24,2,0.0
IN-2012-52111,2012-11-30,JH-16180,TEC-AC-10003734,1183,280.26,128.88,6,0.0
MX-2014-136784,2014-10-20,TB-21625,OFF-ST-10002561,1803,562.68,22.44,6,0.0
CA-2011-138128,2011-12-09,FP-14320,TEC-CO-10001766,78,1079.976,125.9972,4,0.4
IZ-2013-5120,2013-01-28,NP-8670,FUR-OFF-10001224,472,695.76,34.68,4,0.0
MX-2012-101854,2012-10-05,BN-11515,TEC-CO-10004589,324,1002.95008,168.79008,4,0.002
ES-2014-4598380,2014-03-28,TG-21310,TEC-CO-10001628,1421,711.858,293.118,7,0.15
MX-2014-152121,2014-04-27,DB-13555,TEC-CO-10004125,206,591.0156,194.1156,7,0.002
MX-2014-166254,2014-08-28,YS-21880,TEC-PH-10003457,476,870.24,295.88,2,0.0
US-2012-100930,2012-09-05,SV-20365,TEC-PH-10003932,1363,333.96,-200.44,5,0.4
IN-2014-33281,2014-08-26,RK-19300,FUR-CH-10003097,86,346.113,49.923,3,0.1
IN-2013-16992,2013-11-15,SC-20575,FUR-BO-10000699,1684,666.72,73.32,4,0.0
CA-2011-140795,2011-02-02,BD-11500,TEC-AC-10001432,1804,468.9,206.316,6,0.0
SY-2012-7790,2012-08-08,BD-1635,TEC-CAN-10001571,631,570.96,256.92,4,0.0
IT-2011-4770705,2011-11-10,ME-17320,OFF-ST-10001478,1662,603.72,-6.78,5,0.1
ID-2011-56535,2011-11-24,RO-19780,FUR-CH-10001832,1504,863.4951,-224.8749,9,0.27
CA-2012-153423,2012-06-22,SW-20455,OFF-BI-10000545,612,1217.568,456.588,2,0.2
ES-2014-3563838,2014-04-19,MB-17305,FUR-CH-10000603,205,316.05,104.16,7,0.0
ES-2014-2178876,2014-06-09,BV-11245,TEC-MA-10003787,601,624.18,43.68,2,0.0
CA-2011-127446,2011-11-25,MC-17590,FUR-TA-10000577,1715,1218.735,-121.8735,5,0.3
MX-2011-120096,2011-10-16,EB-13840,TEC-CO-10002404,197,601.55448,-1.20552,3,0.002
CA-2013-109722,2013-12-06,TP-21130,TEC-PH-10000560,748,699.98,195.9944,2,0.0
MX-2012-153325,2012-04-24,MM-17920,FUR-CH-10002768,206,274.416,-48.024,3,0.2
MX-2011-147158,2011-06-01,YS-21880,FUR-BO-10002084,197,482.48,130.24,2,0.0
IN-2013-69051,2013-06-12,JA-15970,TEC-CO-10001204,781,481.68,77.04,2,0.0
AU-2014-6560,2014-08-27,MD-7860,FUR-HAR-10002288,1805,588.36,29.4,4,0.0
ES-2014-2565448,2014-11-15,LC-17140,TEC-CO-10004563,1806,735.39,250.02,3,0.0
IT-2014-5595800,2014-09-09,JW-15220,OFF-ST-10002706,1760,368.226,44.946,3,0.1
IN-2012-83254,2012-11-08,GD-14590,TEC-CO-10002465,8,967.56,474.0,4,0.0
ES-2014-4635360,2014-06-27,DP-13390,TEC-MA-10000686,348,619.4205,218.4705,9,0.15
CA-2013-122133,2013-05-17,JR-15670,OFF-ST-10002574,1807,552.56,0.0,4,0.0
ID-2012-62345,2012-04-24,FO-14305,OFF-ST-10001638,140,558.6315,80.7315,5,0.17
MX-2013-133417,2013-04-03,AS-10090,FUR-BO-10001498,1674,1098.96,233.46,5,0.2
US-2011-118997,2011-04-08,RA-19885,FUR-TA-10001086,1686,1215.92,316.1392,8,0.0
CA-2013-146766,2013-11-05,TT-21220,OFF-AR-10002135,1808,192.8,55.912,4,0.0
CA-2013-155978,2013-08-02,TS-21205,TEC-PH-10002885,1809,1039.728,90.9762,2,0.2
IN-2013-73951,2013-06-06,PF-19120,TEC-AC-10000861,15,254.16,40.65,1,0.0
MX-2013-122063,2013-10-05,CS-12505,FUR-CH-10001588,206,1715.056,300.076,7,0.2
ES-2014-5160531,2014-11-12,PW-19030,FUR-BO-10001165,96,330.156,80.676,1,0.1
IN-2014-50417,2014-06-24,DB-13360,TEC-PH-10002904,34,402.894,53.694,6,0.1
ES-2014-5296123,2014-06-30,AC-10615,OFF-ST-10002506,16,535.734,41.634,3,0.1
US-2012-102519,2012-09-13,CM-12445,FUR-CH-10001634,798,535.68,-267.92,10,0.4
MX-2011-152562,2011-09-23,BP-11185,FUR-BO-10001585,1810,567.8,158.9,5,0.0
ES-2012-4620972,2012-12-20,AR-10570,TEC-CO-10004078,493,1478.25,132.9,5,0.0
ES-2013-2840343,2013-05-10,TC-21295,TEC-CO-10004154,4,1178.01,12.96,5,0.1
CA-2012-154326,2012-02-15,RP-19855,TEC-PH-10000560,961,699.98,195.9944,2,0.0
CA-2014-121419,2014-04-03,TC-21475,FUR-TA-10004534,255,411.8,70.006,2,0.0
ES-2011-1657853,2011-05-27,DP-13165,OFF-AP-10003717,1662,324.0,-25.2,6,0.1
IN-2013-62191,2013-08-22,JM-15865,TEC-PH-10002152,687,399.5775,31.8675,7,0.25
BO-2014-5570,2014-02-07,DS-3030,TEC-APP-10001965,1811,798.84,351.36,12,0.0
IN-2014-44397,2014-06-12,MC-17590,FUR-CH-10000294,143,1217.58,267.75,7,0.0
ES-2014-5625908,2014-09-12,KM-16375,FUR-CH-10003772,759,236.952,78.912,4,0.1
IN-2014-66965,2014-04-16,EG-13900,TEC-CO-10002674,70,750.6,-33.45,5,0.1
IN-2012-10041,2012-11-29,CR-12580,OFF-SU-10003665,485,343.17,11.37,10,0.1
ES-2014-2794530,2014-10-23,ER-13855,FUR-CH-10002335,1812,325.68,153.0,4,0.0
IN-2014-63766,2014-11-22,MK-18160,TEC-CO-10003496,519,1892.25,927.15,5,0.0
